trip_id,pickup_datetime,dropoff_datetime,pickup_borough,dropoff_borough,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_year,trip_month
TRIP_000379,2023-09-07 15:35:43,2023-09-07 16:19:43,Staten Island,Queens,1,6.55,20.89,0.31,21.7,Cash,2023,9
TRIP_000380,2023-04-16 08:36:12,2023-04-16 09:00:12,Queens,Queens,2,3.16,13.93,0.06,14.49,Cash,2023,4
TRIP_000381,2023-03-30 12:38:02,2023-03-30 13:54:02,Queens,Staten Island,1,20.75,55.59,8.61,64.7,No Charge,2023,3
TRIP_000382,2023-05-25 20:37:13,2023-05-25 21:44:13,Brooklyn,Staten Island,3,19.55,56.0,12.74,69.24,Cash,2023,5
TRIP_000383,2023-03-25 00:13:32,2023-03-25 00:24:32,Staten Island,Bronx,5,24.77,69.27,1.89,71.66,No Charge,2023,3
TRIP_000384,2023-05-02 09:40:59,2023-05-02 10:48:59,Brooklyn,Manhattan,3,11.62,35.65,8.33,44.48,Dispute,2023,5
TRIP_000385,2023-04-04 06:02:21,2023-04-04 06:20:21,Manhattan,Brooklyn,1,24.47,66.38,9.53,76.41,Dispute,2023,4
TRIP_000386,2023-07-19 14:39:11,2023-07-19 15:11:11,Manhattan,Staten Island,1,15.08,44.56,9.97,55.03,No Charge,2023,7
TRIP_000387,2023-02-08 14:26:40,2023-02-08 15:53:40,Manhattan,Bronx,3,15.32,45.3,9.68,55.48,No Charge,2023,2
TRIP_000388,2023-10-28 20:35:34,2023-10-28 21:28:34,Brooklyn,Staten Island,5,7.95,25.82,0.52,26.84,No Charge,2023,10
TRIP_000389,2023-12-29 21:55:09,2023-12-29 22:42:09,Staten Island,Brooklyn,6,5.06,19.58,5.85,25.93,Dispute,2023,12
TRIP_000390,2023-05-27 19:07:07,2023-05-27 20:33:07,Bronx,Queens,4,13.6,40.68,1.11,42.29,Credit Card,2023,5
TRIP_000391,2023-09-27 04:57:22,2023-09-27 06:19:22,Queens,Bronx,5,6.91,24.39,2.85,27.74,Cash,2023,9
TRIP_000392,2023-02-11 19:44:18,2023-02-11 20:11:18,Queens,Brooklyn,4,19.41,51.17,6.11,57.78,Cash,2023,2
TRIP_000393,2023-10-15 02:32:47,2023-10-15 03:04:47,Manhattan,Brooklyn,3,18.37,49.36,2.25,52.11,Cash,2023,10
TRIP_000394,2023-08-31 17:52:19,2023-08-31 19:05:19,Staten Island,Manhattan,5,3.33,12.42,3.44,16.36,Cash,2023,8
TRIP_000395,2023-04-15 17:59:43,2023-04-15 19:09:43,Staten Island,Staten Island,1,7.49,22.65,2.64,25.79,No Charge,2023,4
TRIP_000396,2023-08-31 22:18:08,2023-08-31 22:55:08,Brooklyn,Staten Island,5,7.07,25.07,3.34,28.91,Cash,2023,8
TRIP_000397,2023-11-22 00:07:11,2023-11-22 01:14:11,Bronx,Brooklyn,4,20.88,54.97,15.23,70.7,Dispute,2023,11
TRIP_000398,2023-02-24 05:51:44,2023-02-24 06:42:44,Bronx,Manhattan,3,22.01,62.22,9.43,72.15,Credit Card,2023,2
TRIP_000399,2023-12-30 20:57:07,2023-12-30 21:32:07,Queens,Staten Island,2,12.15,37.71,6.43,44.64,Credit Card,2023,12
TRIP_000400,2023-03-16 15:56:02,2023-03-16 16:05:02,Bronx,Staten Island,1,20.25,55.99,14.31,70.8,Credit Card,2023,3
TRIP_000401,2023-06-21 08:27:02,2023-06-21 09:09:02,Bronx,Staten Island,2,3.04,12.89,1.4,14.79,Credit Card,2023,6
TRIP_000402,2023-02-08 01:24:01,2023-02-08 02:25:01,Manhattan,Queens,4,18.88,49.87,0.75,51.12,Credit Card,2023,2
TRIP_000403,2023-09-20 04:33:26,2023-09-20 05:32:26,Staten Island,Bronx,3,22.98,62.49,10.39,73.38,No Charge,2023,9
TRIP_000404,2023-07-19 15:47:17,2023-07-19 16:37:17,Bronx,Staten Island,2,24.26,65.24,4.46,70.2,No Charge,2023,7
TRIP_000405,2023-11-30 04:02:33,2023-11-30 04:34:33,Bronx,Staten Island,2,10.18,28.45,3.61,32.56,Credit Card,2023,11
TRIP_000406,2023-03-13 18:07:06,2023-03-13 18:45:06,Queens,Brooklyn,4,9.01,29.48,0.25,30.23,No Charge,2023,3
TRIP_000407,2023-04-07 03:52:56,2023-04-07 04:01:56,Queens,Brooklyn,4,14.91,40.17,2.45,43.12,Credit Card,2023,4
TRIP_000408,2023-03-11 01:07:02,2023-03-11 01:24:02,Manhattan,Staten Island,6,1.11,9.64,1.13,11.27,No Charge,2023,3
TRIP_000409,2023-12-22 10:42:04,2023-12-22 10:51:04,Bronx,Staten Island,6,19.6,52.47,13.41,66.38,No Charge,2023,12
TRIP_000410,2023-02-28 16:17:02,2023-02-28 17:23:02,Bronx,Staten Island,2,1.17,6.31,0.1,6.91,Credit Card,2023,2
TRIP_000411,2023-05-18 15:52:39,2023-05-18 16:50:39,Queens,Staten Island,6,12.06,37.6,5.43,43.53,Dispute,2023,5
TRIP_000412,2023-10-13 03:17:45,2023-10-13 04:41:45,Bronx,Manhattan,3,11.31,34.0,1.01,35.51,Cash,2023,10
TRIP_000413,2023-02-28 19:07:24,2023-02-28 19:56:24,Queens,Staten Island,3,10.06,29.27,4.03,33.8,Credit Card,2023,2
TRIP_000414,2023-01-20 09:52:38,2023-01-20 10:47:38,Queens,Queens,4,6.42,21.6,1.07,23.17,No Charge,2023,1
TRIP_000415,2023-06-12 04:41:40,2023-06-12 06:03:40,Queens,Brooklyn,5,2.05,12.41,3.39,16.3,Credit Card,2023,6
TRIP_000416,2023-06-02 08:31:40,2023-06-02 09:20:40,Staten Island,Bronx,5,5.46,16.15,3.21,19.86,Cash,2023,6
TRIP_000417,2023-09-17 10:19:51,2023-09-17 11:10:51,Staten Island,Brooklyn,2,8.7,28.66,1.63,30.79,Credit Card,2023,9
TRIP_000418,2023-03-14 21:13:02,2023-03-14 21:55:02,Queens,Bronx,4,16.48,43.87,8.97,53.34,No Charge,2023,3
TRIP_000419,2023-10-11 12:01:26,2023-10-11 13:24:26,Bronx,Bronx,5,14.1,41.61,0.21,42.32,Cash,2023,10
TRIP_000420,2023-01-14 05:04:12,2023-01-14 05:55:12,Staten Island,Brooklyn,2,2.13,7.86,1.74,10.1,Credit Card,2023,1
TRIP_000421,2023-11-05 10:02:15,2023-11-05 10:56:15,Bronx,Staten Island,2,8.81,28.05,6.71,35.26,Credit Card,2023,11
TRIP_000422,2023-04-20 21:43:13,2023-04-20 22:24:13,Staten Island,Staten Island,5,9.88,29.31,2.07,31.88,Cash,2023,4
TRIP_000423,2023-04-07 20:57:09,2023-04-07 22:23:09,Queens,Bronx,6,0.58,8.25,0.8,9.55,Credit Card,2023,4
TRIP_000424,2023-02-05 09:19:01,2023-02-05 10:47:01,Staten Island,Manhattan,5,1.16,8.7,0.09,9.29,Credit Card,2023,2
TRIP_000425,2023-03-08 00:36:20,2023-03-08 01:23:20,Bronx,Queens,4,24.35,67.36,2.06,69.92,Dispute,2023,3
TRIP_000426,2023-10-26 12:49:46,2023-10-26 14:06:46,Brooklyn,Bronx,5,23.16,62.79,5.68,68.97,No Charge,2023,10
TRIP_000427,2023-03-13 03:59:19,2023-03-13 04:22:19,Queens,Staten Island,6,3.38,15.73,2.32,18.55,No Charge,2023,3
TRIP_000428,2023-08-12 03:12:59,2023-08-12 03:46:59,Bronx,Staten Island,6,17.84,51.92,5.12,57.54,Credit Card,2023,8
TRIP_000429,2023-02-27 21:16:57,2023-02-27 21:39:57,Queens,Queens,4,12.11,36.33,2.83,39.66,No Charge,2023,2
TRIP_000430,2023-03-13 12:18:44,2023-03-13 13:22:44,Brooklyn,Bronx,3,17.1,48.51,8.63,57.64,Cash,2023,3
TRIP_000431,2023-10-19 12:12:21,2023-10-19 13:01:21,Queens,Brooklyn,6,21.06,57.45,14.16,72.11,Cash,2023,10
TRIP_000432,2023-04-02 14:51:49,2023-04-02 15:02:49,Bronx,Queens,5,17.15,48.42,11.24,60.16,No Charge,2023,4
TRIP_000433,2023-04-05 06:06:37,2023-04-05 07:17:37,Manhattan,Bronx,1,6.09,20.5,1.98,22.98,Credit Card,2023,4
TRIP_000434,2023-04-23 04:08:16,2023-04-23 05:13:16,Manhattan,Bronx,4,20.85,57.79,0.41,58.7,No Charge,2023,4
TRIP_000435,2023-04-06 09:19:30,2023-04-06 10:43:30,Staten Island,Bronx,6,10.86,31.28,2.55,34.33,Credit Card,2023,4
TRIP_000436,2023-06-17 11:22:18,2023-06-17 12:34:18,Manhattan,Manhattan,4,24.89,69.17,12.5,82.17,No Charge,2023,6
TRIP_000437,2023-10-30 16:32:07,2023-10-30 16:40:07,Brooklyn,Brooklyn,1,8.4,24.62,2.02,27.14,No Charge,2023,10
TRIP_000438,2023-07-28 01:50:36,2023-07-28 02:48:36,Brooklyn,Brooklyn,6,8.64,28.22,6.51,35.23,Cash,2023,7
TRIP_000439,2023-04-28 18:05:06,2023-04-28 18:09:06,Staten Island,Brooklyn,6,3.74,16.52,2.29,19.31,Dispute,2023,4
TRIP_000440,2023-07-19 12:51:27,2023-07-19 13:57:27,Queens,Queens,4,2.96,10.09,2.7,13.29,No Charge,2023,7
TRIP_000441,2023-12-01 23:46:52,2023-12-01 23:53:52,Bronx,Queens,3,13.36,36.45,8.81,45.76,Dispute,2023,12
TRIP_000442,2023-01-24 19:07:18,2023-01-24 19:27:18,Brooklyn,Brooklyn,2,17.61,47.77,12.7,60.97,Cash,2023,1
TRIP_000443,2023-02-05 15:50:51,2023-02-05 17:11:51,Queens,Queens,6,24.84,65.71,4.65,70.86,No Charge,2023,2
TRIP_000444,2023-02-03 15:56:45,2023-02-03 17:23:45,Manhattan,Brooklyn,5,21.46,58.09,4.53,63.12,Dispute,2023,2
TRIP_000445,2023-01-29 19:48:21,2023-01-29 20:36:21,Brooklyn,Queens,2,9.01,25.08,2.62,28.2,Dispute,2023,1
TRIP_000446,2023-07-12 07:12:49,2023-07-12 08:12:49,Bronx,Manhattan,4,15.04,41.95,9.2,51.65,Cash,2023,7
TRIP_000447,2023-08-11 19:46:19,2023-08-11 21:06:19,Queens,Staten Island,4,15.91,43.04,5.63,49.17,No Charge,2023,8
TRIP_000448,2023-08-14 14:48:36,2023-08-14 16:18:36,Bronx,Staten Island,6,17.37,49.91,9.9,60.31,Credit Card,2023,8
TRIP_000449,2023-06-23 01:50:22,2023-06-23 03:11:22,Bronx,Bronx,1,24.48,67.9,2.75,71.15,Cash,2023,6
TRIP_000450,2023-09-02 18:20:02,2023-09-02 18:29:02,Queens,Queens,6,24.78,67.48,6.71,74.69,Credit Card,2023,9
TRIP_000451,2023-02-03 05:49:36,2023-02-03 06:15:36,Staten Island,Queens,4,15.91,43.31,1.58,45.39,No Charge,2023,2
TRIP_000452,2023-09-22 00:14:08,2023-09-22 01:11:08,Bronx,Bronx,1,22.96,60.11,8.45,69.06,Credit Card,2023,9
TRIP_000453,2023-09-23 05:45:54,2023-09-23 06:35:54,Staten Island,Staten Island,1,6.64,23.52,3.23,27.25,Cash,2023,9
TRIP_000454,2023-12-29 02:20:09,2023-12-29 02:55:09,Queens,Staten Island,3,13.06,35.56,4.39,40.45,No Charge,2023,12
TRIP_000455,2023-04-23 22:00:23,2023-04-23 23:05:23,Manhattan,Brooklyn,2,8.26,24.28,5.17,29.95,Cash,2023,4
TRIP_000456,2023-12-28 19:15:16,2023-12-28 20:21:16,Brooklyn,Staten Island,4,13.79,39.38,8.87,48.75,Dispute,2023,12
TRIP_000457,2023-06-16 04:53:36,2023-06-16 06:02:36,Staten Island,Bronx,2,20.05,57.11,17.02,74.63,No Charge,2023,6
TRIP_000458,2023-09-17 13:36:31,2023-09-17 15:03:31,Manhattan,Staten Island,5,15.17,43.07,11.85,55.42,No Charge,2023,9
TRIP_000459,2023-03-15 12:13:41,2023-03-15 13:00:41,Brooklyn,Manhattan,3,18.67,52.01,10.06,62.57,Credit Card,2023,3
TRIP_000460,2023-08-28 04:09:03,2023-08-28 04:58:03,Manhattan,Manhattan,6,22.4,60.09,4.28,64.87,Dispute,2023,8
TRIP_000461,2023-06-10 01:59:14,2023-06-10 03:29:14,Manhattan,Brooklyn,1,17.45,49.72,4.6,54.82,Dispute,2023,6
TRIP_000462,2023-07-17 10:15:12,2023-07-17 11:41:12,Queens,Queens,2,13.05,39.61,2.34,42.45,No Charge,2023,7
TRIP_000463,2023-11-23 05:36:57,2023-11-23 06:36:57,Staten Island,Staten Island,2,17.88,50.82,5.8,57.12,No Charge,2023,11
TRIP_000464,2023-02-08 17:59:10,2023-02-08 18:07:10,Staten Island,Queens,2,0.87,7.78,0.76,9.04,No Charge,2023,2
TRIP_000465,2023-04-06 06:05:35,2023-04-06 07:08:35,Bronx,Staten Island,3,16.41,46.29,2.99,49.78,Dispute,2023,4
TRIP_000466,2023-03-01 10:49:45,2023-03-01 12:14:45,Brooklyn,Manhattan,1,19.82,55.87,16.42,72.79,Credit Card,2023,3
TRIP_000467,2023-07-12 18:38:27,2023-07-12 19:22:27,Queens,Queens,2,7.62,22.83,3.13,26.46,Cash,2023,7
TRIP_000468,2023-12-30 07:15:11,2023-12-30 07:24:11,Staten Island,Manhattan,1,9.06,30.08,0.36,30.94,Dispute,2023,12
TRIP_000469,2023-01-11 10:04:19,2023-01-11 10:55:19,Manhattan,Brooklyn,6,11.58,34.48,3.74,38.72,Cash,2023,1
TRIP_000470,2023-01-17 02:42:19,2023-01-17 02:51:19,Brooklyn,Queens,3,14.28,38.44,5.98,44.92,Credit Card,2023,1
TRIP_000471,2023-02-07 06:32:15,2023-02-07 07:29:15,Bronx,Staten Island,2,23.32,64.02,3.47,67.99,Credit Card,2023,2
TRIP_000472,2023-07-21 19:31:49,2023-07-21 19:59:49,Staten Island,Bronx,3,20.2,57.93,13.9,72.33,Cash,2023,7
TRIP_000473,2023-07-22 12:39:07,2023-07-22 13:50:07,Staten Island,Staten Island,3,10.16,31.18,2.5,34.18,Cash,2023,7
TRIP_000474,2023-09-06 22:00:10,2023-09-06 23:25:10,Brooklyn,Queens,1,10.27,30.2,4.42,35.12,Cash,2023,9
TRIP_000475,2023-09-10 16:52:04,2023-09-10 17:52:04,Manhattan,Bronx,4,1.71,11.22,1.01,12.73,Dispute,2023,9
TRIP_000476,2023-06-16 17:56:00,2023-06-16 18:59:00,Bronx,Staten Island,5,1.76,7.05,0.96,8.51,Credit Card,2023,6
TRIP_000477,2023-09-12 11:42:29,2023-09-12 13:10:29,Brooklyn,Bronx,6,7.73,23.09,6.71,30.3,Dispute,2023,9
TRIP_000478,2023-11-08 21:26:55,2023-11-08 22:28:55,Staten Island,Brooklyn,6,1.55,9.72,2.77,12.99,Credit Card,2023,11
TRIP_000479,2023-06-25 10:36:40,2023-06-25 11:04:40,Manhattan,Staten Island,1,24.65,66.7,10.06,77.26,Cash,2023,6
TRIP_000480,2023-05-22 20:03:19,2023-05-22 20:45:19,Manhattan,Manhattan,6,18.51,48.96,2.4,51.86,Dispute,2023,5
TRIP_000481,2023-11-26 03:04:35,2023-11-26 04:33:35,Manhattan,Manhattan,4,16.65,45.33,4.08,49.91,Credit Card,2023,11
TRIP_000482,2023-01-16 19:41:28,2023-01-16 21:11:28,Manhattan,Brooklyn,2,19.82,56.56,11.68,68.74,No Charge,2023,1
TRIP_000483,2023-12-26 01:22:46,2023-12-26 02:52:46,Staten Island,Queens,6,21.04,58.84,15.05,74.39,Dispute,2023,12
TRIP_000484,2023-05-10 01:40:21,2023-05-10 02:08:21,Queens,Staten Island,1,13.43,36.34,6.86,43.7,Dispute,2023,5
TRIP_000485,2023-10-15 10:07:46,2023-10-15 10:42:46,Bronx,Manhattan,2,5.71,21.55,5.24,27.29,Dispute,2023,10
TRIP_000486,2023-07-15 05:39:04,2023-07-15 05:45:04,Manhattan,Bronx,4,11.69,35.88,7.3,43.68,No Charge,2023,7
TRIP_000487,2023-11-22 09:24:12,2023-11-22 10:53:12,Staten Island,Brooklyn,6,15.56,46.2,9.14,55.84,Dispute,2023,11
TRIP_000488,2023-07-27 04:19:57,2023-07-27 05:36:57,Manhattan,Staten Island,5,21.3,60.09,2.93,63.52,Credit Card,2023,7
TRIP_000489,2023-04-29 13:22:24,2023-04-29 14:05:24,Manhattan,Bronx,1,6.47,23.16,4.84,28.5,No Charge,2023,4
TRIP_000490,2023-07-17 21:08:13,2023-07-17 22:09:13,Brooklyn,Bronx,1,0.87,6.64,1.81,8.95,Cash,2023,7
TRIP_000491,2023-07-21 02:30:45,2023-07-21 02:33:45,Brooklyn,Manhattan,6,1.48,8.18,1.84,10.52,Dispute,2023,7
TRIP_000492,2023-09-06 07:03:09,2023-09-06 07:51:09,Brooklyn,Queens,1,18.18,50.1,4.0,54.6,Credit Card,2023,9
TRIP_000493,2023-05-08 03:13:30,2023-05-08 04:12:30,Bronx,Manhattan,5,5.52,19.15,5.44,25.09,No Charge,2023,5
TRIP_000494,2023-11-23 19:14:02,2023-11-23 19:28:02,Bronx,Bronx,5,4.31,16.03,1.33,17.86,Dispute,2023,11
TRIP_000495,2023-11-21 17:57:26,2023-11-21 18:34:26,Queens,Manhattan,2,22.52,62.9,2.66,66.06,Cash,2023,11
TRIP_000496,2023-03-23 08:23:01,2023-03-23 09:47:01,Staten Island,Queens,4,23.85,66.7,5.52,72.72,No Charge,2023,3
TRIP_000497,2023-04-11 08:46:33,2023-04-11 08:53:33,Manhattan,Brooklyn,4,10.66,33.2,9.59,43.29,Dispute,2023,4
TRIP_000498,2023-07-20 09:32:16,2023-07-20 09:55:16,Manhattan,Manhattan,2,10.92,34.05,2.5,37.05,No Charge,2023,7
TRIP_000499,2023-06-14 19:55:45,2023-06-14 20:02:45,Staten Island,Staten Island,3,17.49,48.13,3.16,51.79,Credit Card,2023,6
TRIP_000500,2023-02-07 06:18:54,2023-02-07 07:00:54,Queens,Brooklyn,5,8.88,24.8,6.0,31.3,Cash,2023,2
TRIP_000501,2023-01-06 08:16:21,2023-01-06 09:04:21,Manhattan,Queens,2,3.55,14.85,0.39,15.74,No Charge,2023,1
TRIP_000502,2023-03-25 16:15:22,2023-03-25 17:00:22,Bronx,Bronx,3,22.25,62.0,13.78,76.28,Credit Card,2023,3
TRIP_000503,2023-01-08 08:46:39,2023-01-08 09:14:39,Staten Island,Queens,1,15.33,41.04,10.85,52.39,No Charge,2023,1
TRIP_000504,2023-11-24 11:46:50,2023-11-24 11:49:50,Bronx,Brooklyn,2,2.36,11.65,2.32,14.47,Dispute,2023,11
TRIP_000505,2023-05-16 19:18:15,2023-05-16 19:33:15,Brooklyn,Staten Island,2,24.15,65.86,5.57,71.93,Credit Card,2023,5
TRIP_000506,2023-06-13 10:00:25,2023-06-13 10:14:25,Staten Island,Bronx,1,15.33,45.81,2.63,48.94,No Charge,2023,6
TRIP_000507,2023-01-27 17:20:03,2023-01-27 17:29:03,Bronx,Manhattan,2,4.77,16.69,1.25,18.44,Dispute,2023,1
TRIP_000508,2023-03-16 22:40:03,2023-03-17 00:04:03,Queens,Staten Island,2,12.08,33.51,2.94,36.95,Cash,2023,3
TRIP_000509,2023-11-22 12:38:42,2023-11-22 13:51:42,Bronx,Bronx,1,1.06,7.01,0.47,7.98,Credit Card,2023,11
TRIP_000510,2023-02-10 00:26:05,2023-02-10 01:06:05,Bronx,Queens,2,7.65,21.81,0.05,22.36,Dispute,2023,2
TRIP_000511,2023-08-09 00:07:26,2023-08-09 01:34:26,Queens,Manhattan,2,8.26,24.88,0.07,25.45,Dispute,2023,8
TRIP_000512,2023-06-22 01:24:21,2023-06-22 02:17:21,Queens,Brooklyn,3,21.49,57.45,7.52,65.47,Credit Card,2023,6
TRIP_000513,2023-02-20 07:52:02,2023-02-20 08:13:02,Bronx,Staten Island,6,18.78,52.79,13.28,66.57,Dispute,2023,2
TRIP_000514,2023-01-01 20:44:23,2023-01-01 20:59:23,Manhattan,Manhattan,6,24.63,66.58,13.26,80.34,No Charge,2023,1
TRIP_000515,2023-07-22 18:26:09,2023-07-22 18:53:09,Bronx,Manhattan,6,12.68,36.72,1.1,38.32,Credit Card,2023,7
TRIP_000516,2023-02-01 09:35:11,2023-02-01 09:38:11,Queens,Queens,5,2.06,7.94,1.24,9.68,No Charge,2023,2
TRIP_000517,2023-12-06 20:20:46,2023-12-06 21:01:46,Queens,Bronx,6,4.65,18.59,1.54,20.63,No Charge,2023,12
TRIP_000518,2023-08-02 10:47:27,2023-08-02 12:15:27,Bronx,Bronx,6,1.53,11.17,0.89,12.56,Cash,2023,8
TRIP_000519,2023-09-17 11:59:50,2023-09-17 12:02:50,Bronx,Bronx,2,18.72,51.79,14.65,66.94,Dispute,2023,9
TRIP_000520,2023-12-17 17:39:02,2023-12-17 18:02:02,Bronx,Bronx,1,7.03,23.3,0.84,24.64,No Charge,2023,12
TRIP_000521,2023-09-22 14:47:39,2023-09-22 15:57:39,Brooklyn,Bronx,6,21.66,56.91,14.71,72.12,No Charge,2023,9
TRIP_000522,2023-07-11 17:30:24,2023-07-11 18:09:24,Brooklyn,Bronx,4,15.71,42.79,9.76,53.05,Cash,2023,7
TRIP_000523,2023-03-25 05:30:07,2023-03-25 05:44:07,Staten Island,Queens,6,14.12,42.18,6.39,49.07,Dispute,2023,3
TRIP_000524,2023-01-11 00:55:14,2023-01-11 02:18:14,Brooklyn,Staten Island,4,10.31,28.85,0.25,29.6,Cash,2023,1
TRIP_000525,2023-12-28 15:00:21,2023-12-28 16:15:21,Staten Island,Queens,1,14.27,38.37,8.88,47.75,Credit Card,2023,12
TRIP_000526,2023-07-16 23:26:45,2023-07-17 00:46:45,Queens,Bronx,5,21.5,56.75,12.03,69.28,No Charge,2023,7
TRIP_000527,2023-07-30 20:53:41,2023-07-30 22:06:41,Manhattan,Staten Island,3,23.13,60.7,16.04,77.24,No Charge,2023,7
TRIP_000528,2023-03-23 10:29:02,2023-03-23 10:59:02,Manhattan,Manhattan,2,21.55,59.98,16.35,76.83,Cash,2023,3
TRIP_000529,2023-04-13 02:42:19,2023-04-13 04:08:19,Bronx,Queens,1,4.31,15.63,2.32,18.45,Credit Card,2023,4
TRIP_000530,2023-05-17 17:13:16,2023-05-17 18:14:16,Staten Island,Brooklyn,2,5.83,18.4,4.98,23.88,Dispute,2023,5
TRIP_000531,2023-09-27 11:45:47,2023-09-27 13:14:47,Bronx,Brooklyn,1,17.96,52.21,6.87,59.58,Dispute,2023,9
TRIP_000532,2023-12-27 15:15:39,2023-12-27 15:56:39,Bronx,Staten Island,3,22.41,58.91,7.69,67.1,No Charge,2023,12
TRIP_000533,2023-04-20 22:46:28,2023-04-20 22:54:28,Manhattan,Brooklyn,5,6.35,19.2,1.23,20.93,Credit Card,2023,4
TRIP_000534,2023-02-23 12:21:26,2023-02-23 13:47:26,Queens,Manhattan,1,21.3,60.29,8.47,69.26,Credit Card,2023,2
TRIP_000535,2023-05-27 18:45:09,2023-05-27 19:18:09,Staten Island,Staten Island,3,0.74,8.82,1.0,10.32,Cash,2023,5
TRIP_000536,2023-04-15 17:31:03,2023-04-15 18:44:03,Queens,Manhattan,1,19.73,52.36,13.21,66.07,Credit Card,2023,4
TRIP_000537,2023-12-08 01:15:19,2023-12-08 02:07:19,Staten Island,Queens,4,14.02,39.27,11.5,51.27,Dispute,2023,12
TRIP_000538,2023-08-18 18:42:20,2023-08-18 19:58:20,Staten Island,Bronx,1,9.54,27.87,8.05,36.42,Dispute,2023,8
TRIP_000539,2023-06-24 07:11:41,2023-06-24 08:30:41,Bronx,Bronx,3,12.4,36.07,1.71,38.28,No Charge,2023,6
TRIP_000540,2023-03-24 19:26:41,2023-03-24 19:30:41,Manhattan,Queens,4,16.39,44.11,8.22,52.83,No Charge,2023,3
TRIP_000541,2023-06-17 06:02:13,2023-06-17 07:27:13,Staten Island,Manhattan,1,2.07,8.79,2.01,11.3,Dispute,2023,6
TRIP_000542,2023-01-08 13:03:21,2023-01-08 13:11:21,Manhattan,Bronx,5,14.95,43.22,3.21,46.93,Credit Card,2023,1
TRIP_000543,2023-01-25 08:59:04,2023-01-25 09:30:04,Bronx,Brooklyn,4,13.57,39.53,11.77,51.8,Dispute,2023,1
TRIP_000544,2023-09-14 08:58:38,2023-09-14 09:22:38,Brooklyn,Staten Island,4,18.56,51.53,14.31,66.34,Cash,2023,9
TRIP_000545,2023-01-17 18:23:09,2023-01-17 19:02:09,Queens,Queens,6,6.23,22.26,1.18,23.94,Credit Card,2023,1
TRIP_000546,2023-06-12 18:12:47,2023-06-12 18:31:47,Manhattan,Brooklyn,3,4.92,18.59,5.41,24.5,Credit Card,2023,6
TRIP_000547,2023-10-12 20:00:42,2023-10-12 20:51:42,Bronx,Bronx,2,19.98,54.3,16.24,71.04,Credit Card,2023,10
TRIP_000548,2023-05-22 12:23:50,2023-05-22 12:50:50,Brooklyn,Bronx,6,10.63,30.26,2.37,33.13,No Charge,2023,5
TRIP_000549,2023-01-13 12:04:35,2023-01-13 13:17:35,Brooklyn,Bronx,6,18.56,52.39,4.13,57.02,No Charge,2023,1
TRIP_000550,2023-10-26 14:19:59,2023-10-26 14:57:59,Staten Island,Bronx,2,8.98,26.62,1.37,28.49,Cash,2023,10
TRIP_000551,2023-06-25 20:54:58,2023-06-25 21:26:58,Queens,Brooklyn,3,23.83,63.17,4.82,68.49,Credit Card,2023,6
TRIP_000552,2023-03-18 15:05:24,2023-03-18 15:55:24,Bronx,Bronx,2,0.62,4.19,0.48,5.17,Cash,2023,3
TRIP_000553,2023-08-11 23:56:24,2023-08-12 00:04:24,Brooklyn,Brooklyn,1,10.48,30.72,8.85,40.07,Dispute,2023,8
TRIP_000554,2023-07-28 07:10:19,2023-07-28 07:39:19,Brooklyn,Staten Island,3,18.97,51.02,4.11,55.63,Dispute,2023,7
TRIP_000555,2023-04-17 23:22:45,2023-04-18 00:27:45,Staten Island,Queens,5,15.96,43.71,0.37,44.58,Dispute,2023,4
TRIP_000556,2023-06-11 17:48:26,2023-06-11 18:16:26,Manhattan,Queens,4,18.58,50.26,5.34,56.1,No Charge,2023,6
TRIP_000557,2023-07-10 06:33:22,2023-07-10 06:42:22,Queens,Manhattan,5,5.45,18.64,3.92,23.06,No Charge,2023,7
TRIP_000558,2023-04-13 15:48:12,2023-04-13 16:34:12,Brooklyn,Bronx,2,4.03,15.01,0.91,16.42,Credit Card,2023,4
TRIP_000559,2023-08-02 20:48:41,2023-08-02 21:28:41,Queens,Brooklyn,3,13.75,38.4,3.85,42.75,Credit Card,2023,8
TRIP_000560,2023-12-27 04:09:28,2023-12-27 05:25:28,Manhattan,Bronx,2,24.53,67.66,3.19,71.35,Dispute,2023,12
TRIP_000561,2023-10-02 16:14:01,2023-10-02 16:42:01,Queens,Staten Island,1,24.26,67.47,3.16,71.13,Credit Card,2023,10
TRIP_000562,2023-11-08 19:47:53,2023-11-08 20:03:53,Bronx,Staten Island,2,17.98,48.47,0.59,49.56,Cash,2023,11
TRIP_000563,2023-12-26 18:54:01,2023-12-26 19:00:01,Manhattan,Queens,4,1.44,6.5,0.18,7.18,Credit Card,2023,12
TRIP_000564,2023-02-03 14:08:12,2023-02-03 14:25:12,Staten Island,Bronx,1,1.67,8.79,1.21,10.5,Credit Card,2023,2
TRIP_000565,2023-01-25 13:09:52,2023-01-25 13:43:52,Manhattan,Staten Island,3,7.41,25.5,5.43,31.43,Credit Card,2023,1
TRIP_000566,2023-07-24 19:28:56,2023-07-24 20:36:56,Queens,Staten Island,1,22.42,59.04,3.42,62.96,No Charge,2023,7
TRIP_000567,2023-11-14 05:05:57,2023-11-14 06:10:57,Brooklyn,Manhattan,2,3.61,12.46,3.11,16.07,Dispute,2023,11
TRIP_000568,2023-09-16 14:13:48,2023-09-16 15:40:48,Manhattan,Brooklyn,4,12.54,34.61,2.65,37.76,Cash,2023,9
